DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Tirana,Commercial,Tirana,,Albania,Incoming,Non Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,0,0,1,0
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,3080,17536,43,5276
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,2238,9871,36,4226
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,1311,0,42,3415
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,1215,0,42,2903
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,2577,0,44,4970
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,1781,0,33,3518
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,1921,0,42,4082
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,2916,0,48,4349
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,1980,0,30,3352
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,2086,0,41,4571
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,1929,0,49,4574
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,2709,0,57,5070
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,200,103,3,294
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,4772,3698,55,6076
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,3048,1665,57,6037
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,2216,2268,43,4973
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,1752,0,44,3723
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,2018,0,43,3727
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,1821,0,29,3368
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,1989,0,34,3581
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,2393,0,44,4990
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,2059,0,35,3739
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,2333,0,30,3352
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,3913,19498,42,5243
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,2625,11677,38,4422
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,1429,0,44,4024
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,2092,0,60,4981
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,3024,0,54,4591
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,4293,0,45,5032
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,2966,0,36,3915
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,1945,0,39,4053
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,3485,16783,44,5411
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,3507,1888,42,5108
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,3316,1255,38,4422
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,1938,1652,39,4359
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,1909,0,51,4469
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,2204,0,40,3305
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,2654,0,39,4697
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,1572,0,30,3694
Tirana,Commercial,Tirana,,Albania,Outgoing,Non Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,0,0,1,0
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,2217,0,57,4212
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,1917,0,57,4046
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,1630,0,31,2791
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,1064,0,30,2397
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,1100,0,29,3368
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,2249,1762,45,4644
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,2885,2264,44,4867
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,2114,0,54,4529
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,2448,0,44,4024
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,2406,0,60,4981
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,2339,0,58,4148
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,4429,0,61,5476
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,1932,0,30,2802
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,2578,0,43,4789
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,2643,0,58,5032
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,1746,0,40,4083
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,1607,0,37,3840
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,2338,0,61,5346
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,3656,0,62,6919
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,1615,0,31,3803
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,3205,1541,45,4917
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,2091,0,57,4229
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,2655,0,33,3518
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,2275,0,48,4349
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,2424,0,36,3915
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,2155,0,40,4462
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,3218,0,50,4605
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,4157,0,57,5070
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,2426,0,33,3764
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,2931,11067,44,4841
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,2550,19529,43,4973
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,1580,0,30,2802
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,2546,0,34,3581
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,1940,0,40,3305
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,1020,0,22,1798
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,1738,0,29,3053
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,2222,0,43,4789
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,5673,0,58,6007
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,2651,0,39,4697
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,4185,0,58,4941
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,1346,0,37,3761
Tirana,Commercial,Tirana,,Albania,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,1719,0,34,3873
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,3900,1856,49,5600
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,2886,2464,35,4150
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,1373,0,41,3348
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,3737,0,43,4207
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,2700,0,33,3812
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,6497,0,58,6737
Tirana,Commercial,Tirana,,Albania,Incoming,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,1093,0,23,2463
Tivat,Commercial,Tivat,,Montenegro,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,0,0,1,30
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,307,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,650,0,2,792
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,648,0,2,792
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,0,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,353,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,0,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,610,0,4,1022
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,116,0,3,977
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,0,0,3,1188
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,351,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,0,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,359,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,0,0,1,396
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,472,0,4,951
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Outgoing,Non Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,459,0,2,499
Tokyo/City,Commercial,Tokyo,Japan RJ,Japan,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,174,0,1,185
Toledo,Commercial,Toledo,USA KT,USA,Outgoing,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,0,0,1,0
Toledo,Commercial,Toledo,USA KT,USA,Incoming,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,0,0,2,0
Torino,Commercial,Torino,,Italy,Incoming,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,0,0,1,100
Torino,Commercial,Torino,,Italy,Incoming,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,153
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,0,100,1,0
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,50,0,1,108
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,100,0,1,100
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,153
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,0,0,1,0
Torino,Commercial,Torino,,Italy,Incoming,Non Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,0,0,1,156
Torino,Commercial,Torino,,Italy,Incoming,Non Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,69,0,1,100
Torino,Commercial,Torino,,Italy,Outgoing,Non Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,0,0,1,0
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,2654,0,19,4475
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,3619,0,20,4540
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,4736,0,22,5390
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,886,0,4,980
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,4194,0,22,5390
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,865,0,5,985
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,4240,0,20,4720
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,3056,0,22,5390
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,640,0,5,985
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,4883,0,22,5390
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,555,0,4,980
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,4333,0,21,5145
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,2150,0,15,3675
Toronto,Commercial,Toronto,,Canada,Incoming,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,0,0,1,180
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,1764,0,10,1850
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,2026,0,16,3200
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,5139,0,22,5390
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,4006,0,21,4785
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,2209,0,20,4540
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,1077,0,10,1850
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,1655,0,12,2220
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,867,0,8,1480
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,1875,0,13,2405
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,3849,0,22,5030
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,4999,0,22,5390
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,3223,0,14,3430
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,3394,0,21,4965
Toronto,Commercial,Toronto,,Canada,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,4286,0,22,5390
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,828,0,8,1480
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,2217,0,16,3200
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,3712,0,20,4660
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,4011,0,22,5390
Toronto,Commercial,Toronto,,Canada,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,4580,0,22,5390
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,881,0,8,1440
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,806,0,8,1440
Torp,Commercial,Torp,,Norway,Incoming,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,466,0,3,567
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,762,0,8,1440
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,577,0,7,1260
Torp,Commercial,Torp,,Norway,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,467,0,3,567
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,776,0,8,1440
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,250,0,2,360
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,60,0,1,180
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,913,0,8,1440
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,185,0,2,360
Torp,Commercial,Torp,,Norway,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,220,0,2,360
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,187,0,2,360
Torp,Commercial,Torp,,Norway,Incoming,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,67,0,1,180
Toulon - Forces Navales Frances,Commercial,Toulon - Forces Navales Frances,,France,Outgoing,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,0,0,1,86
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,169,0,1,186
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,90,0,1,189
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,186,0,2,320
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,116,0,1,145
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,0,3000,1,0
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,183,0,1,183
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,301,0,2,336
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,0,1,135
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,86,0,1,100
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,157,0,1,189
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,180,0,1,183
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,0,0,1,167
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,169,0,1,189
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,86,0,1,189
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,30,0,1,189
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,12,0,1,189
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,0,0,1,135
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,180
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,81,0,1,189
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,332,0,2,378
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,278,0,2,378
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,333,0,2,378
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,0,0,1,0
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,164,0,1,180
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,69,0,2,315
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,86,0,1,180
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,0,0,1,180
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,5,0,3,507
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,46,0,2,348
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,86,0,3,567
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,133,0,2,270
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,77,0,1,186
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,149,0,2,357
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,371,0,2,378
Toulouse,Commercial,Toulouse,,France,Outgoing,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,152,0,1,180
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,0,1,135
Toulouse,Commercial,Toulouse,,France,Incoming,Non Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,0,0,2,360
Tours,Commercial,Tours,,France,Outgoing,Non Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,0,0,1,189
Tours,Commercial,Tours,,France,Outgoing,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,187,0,1,189
Tours,Commercial,Tours,,France,Incoming,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,187,0,1,189
Tozeur,Commercial,Tozeur,,Tunesia,Incoming,Non Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,0,0,1,167
Tököl,Commercial,Tököl,,Hungary,Incoming,Non Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,0,0,1,0
